barcode01	Observed	Trial1	hypothetical protein	280049
barcode01	Observed	Trial1	XopAD 	1017
barcode01	Observed	Trial1	XopF1 	1621
barcode01	Observed	Trial1	XopA_Harpin 	8303
barcode01	Observed	Trial1	XopM 	6584
barcode01	Observed	Trial1	XopAL1 	2895
barcode01	Observed	Trial1	XopP 	55
barcode01	Observed	Trial1	XopM 	0
barcode01	Observed	Trial1	XopAZ 	67377
barcode01	Observed	Trial1	AvrXccA2 	6631
barcode01	Observed	Trial1	XopAC 	15859
barcode01	Observed	Trial1	XopAZ 	40006
barcode01	Observed	Trial1	hypothetical protein	51970
barcode01	Observed	Trial1	Type III effector RipTPS%2C trehalose-6-phosphate synthase	137344
barcode01	Observed	Trial1	XopR 	126024
barcode01	Observed	Trial1	AvrXccA1 	3573
barcode01	Randomized	Trial1	hypothetical protein	29264
barcode01	Randomized	Trial1	XopP 	279580
barcode01	Randomized	Trial1	XopAC 	105446
barcode01	Randomized	Trial1	AvrXccA1 	21343
barcode01	Randomized	Trial1	XopAZ 	65052
barcode01	Randomized	Trial1	XopF1 	6482
barcode01	Randomized	Trial1	XopAL1 	73611
barcode01	Randomized	Trial1	XopAD 	116008
barcode01	Randomized	Trial1	XopA_Harpin 	128545
barcode01	Randomized	Trial1	XopM 	45005
barcode01	Randomized	Trial1	hypothetical protein	32819
barcode01	Randomized	Trial1	AvrXccA2 	179931
barcode01	Randomized	Trial1	XopR 	200266
barcode01	Randomized	Trial1	XopM 	203602
barcode01	Randomized	Trial1	XopAZ 	5033
barcode01	Randomized	Trial1	Type III effector RipTPS%2C trehalose-6-phosphate synthase	8540
barcode01	Randomized	Trial2	AvrXccA1 	313623
barcode01	Randomized	Trial2	XopP 	147328
barcode01	Randomized	Trial2	XopA_Harpin 	2493
barcode01	Randomized	Trial2	XopAZ 	78225
barcode01	Randomized	Trial2	XopR 	65506
barcode01	Randomized	Trial2	XopAC 	2062
barcode01	Randomized	Trial2	hypothetical protein	16420
barcode01	Randomized	Trial2	XopM 	3705
barcode01	Randomized	Trial2	Type III effector RipTPS%2C trehalose-6-phosphate synthase	96294
barcode01	Randomized	Trial2	XopAZ 	33526
barcode01	Randomized	Trial2	XopAL1 	135
barcode01	Randomized	Trial2	AvrXccA2 	17755
barcode01	Randomized	Trial2	XopM 	271720
barcode01	Randomized	Trial2	hypothetical protein	16079
barcode01	Randomized	Trial2	XopF1 	27025
barcode01	Randomized	Trial2	XopAD 	2990
barcode01	Randomized	Trial3	XopR 	249076
barcode01	Randomized	Trial3	XopP 	77256
barcode01	Randomized	Trial3	XopAZ 	22853
barcode01	Randomized	Trial3	hypothetical protein	118515
barcode01	Randomized	Trial3	Type III effector RipTPS%2C trehalose-6-phosphate synthase	74165
barcode01	Randomized	Trial3	AvrXccA2 	48045
barcode01	Randomized	Trial3	XopF1 	47688
barcode01	Randomized	Trial3	XopAD 	3879
barcode01	Randomized	Trial3	XopAC 	30218
barcode01	Randomized	Trial3	hypothetical protein	117022
barcode01	Randomized	Trial3	XopA_Harpin 	101563
barcode01	Randomized	Trial3	XopAZ 	101438
barcode01	Randomized	Trial3	XopM 	26843
barcode01	Randomized	Trial3	AvrXccA1 	33554
barcode01	Randomized	Trial3	XopAL1 	81407
barcode01	Randomized	Trial3	XopM 	36899
barcode01	Randomized	Trial4	XopM 	28761
barcode01	Randomized	Trial4	XopAL1 	277782
barcode01	Randomized	Trial4	XopF1 	39309
barcode01	Randomized	Trial4	XopAZ 	78508
barcode01	Randomized	Trial4	Type III effector RipTPS%2C trehalose-6-phosphate synthase	28463
barcode01	Randomized	Trial4	XopM 	14627
barcode01	Randomized	Trial4	AvrXccA1 	29223
barcode01	Randomized	Trial4	XopR 	1287
barcode01	Randomized	Trial4	XopAZ 	8485
barcode01	Randomized	Trial4	hypothetical protein	17764
barcode01	Randomized	Trial4	XopP 	29829
barcode01	Randomized	Trial4	hypothetical protein	167712
barcode01	Randomized	Trial4	XopAC 	179884
barcode01	Randomized	Trial4	XopAD 	112510
barcode01	Randomized	Trial4	AvrXccA2 	20493
barcode01	Randomized	Trial4	XopA_Harpin 	7566
barcode01	Randomized	Trial5	hypothetical protein	132228
barcode01	Randomized	Trial5	hypothetical protein	39724
barcode01	Randomized	Trial5	XopA_Harpin 	55474
barcode01	Randomized	Trial5	Type III effector RipTPS%2C trehalose-6-phosphate synthase	34696
barcode01	Randomized	Trial5	XopAD 	0
barcode01	Randomized	Trial5	AvrXccA1 	104375
barcode01	Randomized	Trial5	XopF1 	14756
barcode01	Randomized	Trial5	XopM 	20645
barcode01	Randomized	Trial5	AvrXccA2 	15359
barcode01	Randomized	Trial5	XopAC 	95750
barcode01	Randomized	Trial5	XopAZ 	6238
barcode01	Randomized	Trial5	XopR 	10615
barcode01	Randomized	Trial5	XopAL1 	5898
barcode01	Randomized	Trial5	XopP 	119921
barcode01	Randomized	Trial5	XopAZ 	10134
barcode01	Randomized	Trial5	XopM 	21565
barcode01	Randomized	Trial6	XopAC 	49860
barcode01	Randomized	Trial6	XopAZ 	165452
barcode01	Randomized	Trial6	AvrXccA2 	14750
barcode01	Randomized	Trial6	XopM 	89906
barcode01	Randomized	Trial6	hypothetical protein	93495
barcode01	Randomized	Trial6	XopP 	60625
barcode01	Randomized	Trial6	XopAL1 	60033
barcode01	Randomized	Trial6	hypothetical protein	18401
barcode01	Randomized	Trial6	XopAZ 	121831
barcode01	Randomized	Trial6	Type III effector RipTPS%2C trehalose-6-phosphate synthase	16576
barcode01	Randomized	Trial6	XopM 	0
barcode01	Randomized	Trial6	XopF1 	8221
barcode01	Randomized	Trial6	AvrXccA1 	66110
barcode01	Randomized	Trial6	XopR 	220787
barcode01	Randomized	Trial6	XopAD 	287928
barcode01	Randomized	Trial6	XopA_Harpin 	99972
barcode01	Randomized	Trial7	XopAC 	88
barcode01	Randomized	Trial7	XopM 	31609
barcode01	Randomized	Trial7	AvrXccA1 	161780
barcode01	Randomized	Trial7	XopR 	46881
barcode01	Randomized	Trial7	XopP 	523
barcode01	Randomized	Trial7	XopAD 	41396
barcode01	Randomized	Trial7	XopA_Harpin 	47784
barcode01	Randomized	Trial7	XopM 	16186
barcode01	Randomized	Trial7	hypothetical protein	14182
barcode01	Randomized	Trial7	Type III effector RipTPS%2C trehalose-6-phosphate synthase	12257
barcode01	Randomized	Trial7	AvrXccA2 	4480
barcode01	Randomized	Trial7	XopF1 	2575
barcode01	Randomized	Trial7	XopAL1 	28523
barcode01	Randomized	Trial7	XopAZ 	31604
barcode01	Randomized	Trial7	XopAZ 	1223
barcode01	Randomized	Trial7	hypothetical protein	40748
barcode01	Randomized	Trial8	XopM 	0
barcode01	Randomized	Trial8	XopP 	96655
barcode01	Randomized	Trial8	AvrXccA1 	19262
barcode01	Randomized	Trial8	hypothetical protein	42465
barcode01	Randomized	Trial8	XopF1 	71952
barcode01	Randomized	Trial8	XopAD 	101887
barcode01	Randomized	Trial8	XopR 	16129
barcode01	Randomized	Trial8	XopM 	15566
barcode01	Randomized	Trial8	XopAZ 	35881
barcode01	Randomized	Trial8	XopA_Harpin 	6264
barcode01	Randomized	Trial8	AvrXccA2 	98974
barcode01	Randomized	Trial8	hypothetical protein	133292
barcode01	Randomized	Trial8	Type III effector RipTPS%2C trehalose-6-phosphate synthase	276597
barcode01	Randomized	Trial8	XopAZ 	190873
barcode01	Randomized	Trial8	XopAL1 	595
barcode01	Randomized	Trial8	XopAC 	92020
barcode01	Randomized	Trial9	XopAZ 	28983
barcode01	Randomized	Trial9	XopAC 	10511
barcode01	Randomized	Trial9	XopF1 	1014
barcode01	Randomized	Trial9	XopP 	71722
barcode01	Randomized	Trial9	hypothetical protein	34012
barcode01	Randomized	Trial9	Type III effector RipTPS%2C trehalose-6-phosphate synthase	10862
barcode01	Randomized	Trial9	XopAL1 	69888
barcode01	Randomized	Trial9	XopM 	17887
barcode01	Randomized	Trial9	AvrXccA1 	61843
barcode01	Randomized	Trial9	XopM 	9525
barcode01	Randomized	Trial9	XopR 	18834
barcode01	Randomized	Trial9	XopA_Harpin 	18866
barcode01	Randomized	Trial9	XopAZ 	7118
barcode01	Randomized	Trial9	AvrXccA2 	48830
